ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 1 default","Attribute 2 default","Attribute 3 default","Meta: rs_page_bg_color","Download 1 ID","Download 1 name","Download 1 URL"
1954,variation,,"Elowen Banquette - Red, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,19,,Color,Red,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
1955,variation,,"Elowen Banquette - Yellow, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,20,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
1956,variation,,"Elowen Banquette - Blue, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,21,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
1957,variation,,"Elowen Banquette - Gray, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,22,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
1944,variation,,"Elowen Banquette - Blue, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,26,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
1945,variation,,"Elowen Banquette - Gray, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,27,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
1946,variation,,"Elowen Banquette - Green, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,28,,Color,Green,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
1947,variation,,"Elowen Banquette - Red, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,29,,Color,Red,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
1948,variation,,"Elowen Banquette - Yellow, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,30,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
1949,variation,,"Elowen Banquette - Red, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,14,,Color,Red,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
1950,variation,,"Elowen Banquette - Yellow, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,15,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
1951,variation,,"Elowen Banquette - Blue, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1928,,,,,,16,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2035,variation,,"Corner Chair - Red, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,4,,Color,Red,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2022,variation,,"Corner Chair - Blue, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,6,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2023,variation,,"Corner Chair - Gray, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,7,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2024,variation,,"Corner Chair - Green, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,8,,Color,Green,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2025,variation,,"Corner Chair - Red, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,9,,Color,Red,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2026,variation,,"Corner Chair - Yellow, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,10,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2027,variation,,"Corner Chair - Blue, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,11,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2028,variation,,"Corner Chair - Gray, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,12,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2029,variation,,"Corner Chair - Green, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,13,,Color,Green,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2030,variation,,"Corner Chair - Red, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,14,,Color,Red,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2031,variation,,"Corner Chair - Yellow, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,15,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2032,variation,,"Corner Chair - Blue, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,1,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2033,variation,,"Corner Chair - Gray, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,2,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2034,variation,,"Corner Chair - Green, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,3,,Color,Green,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2006,variation,,"Corner Chair - Gray, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,27,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2007,variation,,"Corner Chair - Green, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,28,,Color,Green,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2008,variation,,"Corner Chair - Red, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,29,,Color,Red,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2009,variation,,"Corner Chair - Yellow, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,30,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2010,variation,,"Corner Chair - Blue, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,16,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2011,variation,,"Corner Chair - Gray, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,17,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2012,variation,,"Corner Chair - Green, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,18,,Color,Green,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2013,variation,,"Corner Chair - Red, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,19,,Color,Red,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2014,variation,,"Corner Chair - Yellow, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,20,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2015,variation,,"Corner Chair - Blue, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,21,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2016,variation,,"Corner Chair - Gray, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,22,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2017,variation,,"Corner Chair - Green, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,23,,Color,Green,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2018,variation,,"Corner Chair - Red, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,24,,Color,Red,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2019,variation,,"Corner Chair - Yellow, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,25,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2020,variation,,"Corner Chair - Blue, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,26,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2021,variation,,"Corner Chair - Yellow, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1932,,,,,,5,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2065,variation,,"Cantaloupe - Red, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,4,,Color,Red,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2053,variation,,"Cantaloupe - Gray, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,7,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2054,variation,,"Cantaloupe - Green, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,8,,Color,Green,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2055,variation,,"Cantaloupe - Red, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,9,,Color,Red,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2056,variation,,"Cantaloupe - Yellow, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,10,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2057,variation,,"Cantaloupe - Blue, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,11,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2058,variation,,"Cantaloupe - Gray, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,12,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2059,variation,,"Cantaloupe - Green, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,13,,Color,Green,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2060,variation,,"Cantaloupe - Red, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,14,,Color,Red,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2061,variation,,"Cantaloupe - Yellow, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,15,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2062,variation,,"Cantaloupe - Blue, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,1,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2063,variation,,"Cantaloupe - Gray, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,2,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2064,variation,,"Cantaloupe - Green, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,3,,Color,Green,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2048,variation,,"Cantaloupe - Yellow, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,25,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2049,variation,,"Cantaloupe - Blue, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,26,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2050,variation,,"Cantaloupe - Gray, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,27,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2051,variation,,"Cantaloupe - Yellow, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,5,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2052,variation,,"Cantaloupe - Blue, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,6,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2036,variation,,"Cantaloupe - Green, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,28,,Color,Green,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2037,variation,,"Cantaloupe - Red, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,29,,Color,Red,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2038,variation,,"Cantaloupe - Yellow, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,30,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2039,variation,,"Cantaloupe - Blue, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,16,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2040,variation,,"Cantaloupe - Gray, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,17,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2041,variation,,"Cantaloupe - Green, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,18,,Color,Green,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2042,variation,,"Cantaloupe - Red, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,19,,Color,Red,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2043,variation,,"Cantaloupe - Yellow, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,20,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2044,variation,,"Cantaloupe - Blue, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,21,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2045,variation,,"Cantaloupe - Gray, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,22,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2046,variation,,"Cantaloupe - Green, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,23,,Color,Green,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2047,variation,,"Cantaloupe - Red, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1933,,,,,,24,,Color,Red,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2095,variation,,"Carbono 217 - Blue, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,6,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2089,variation,,"Carbono 217 - Gray, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,17,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2090,variation,,"Carbono 217 - Blue, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,1,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2091,variation,,"Carbono 217 - Gray, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,2,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2092,variation,,"Carbono 217 - Green, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,3,,Color,Green,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2093,variation,,"Carbono 217 - Red, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,4,,Color,Red,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2094,variation,,"Carbono 217 - Yellow, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,5,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2071,variation,,"Carbono 217 - Blue, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,21,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2072,variation,,"Carbono 217 - Gray, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,22,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2073,variation,,"Carbono 217 - Green, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,23,,Color,Green,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2074,variation,,"Carbono 217 - Red, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,24,,Color,Red,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2075,variation,,"Carbono 217 - Yellow, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,25,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2076,variation,,"Carbono 217 - Blue, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,26,,Color,Blue,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2077,variation,,"Carbono 217 - Gray, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,27,,Color,Gray,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2078,variation,,"Carbono 217 - Green, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,28,,Color,Green,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2079,variation,,"Carbono 217 - Gray, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,7,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2080,variation,,"Carbono 217 - Green, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,8,,Color,Green,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2081,variation,,"Carbono 217 - Red, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,9,,Color,Red,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2082,variation,,"Carbono 217 - Yellow, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,10,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2083,variation,,"Carbono 217 - Blue, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,11,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2084,variation,,"Carbono 217 - Gray, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,12,,Color,Gray,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2085,variation,,"Carbono 217 - Green, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,13,,Color,Green,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2086,variation,,"Carbono 217 - Red, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,14,,Color,Red,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2087,variation,,"Carbono 217 - Yellow, Range 2, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,15,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Left corner",,1,,,,,,,
2088,variation,,"Carbono 217 - Blue, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,16,,Color,Blue,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2066,variation,,"Carbono 217 - Red, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,29,,Color,Red,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2067,variation,,"Carbono 217 - Yellow, Range 3, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,30,,Color,Yellow,,1,Material,"Range 3",,1,Corner,"Right corner",,1,,,,,,,
2068,variation,,"Carbono 217 - Green, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,18,,Color,Green,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2069,variation,,"Carbono 217 - Red, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,19,,Color,Red,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2070,variation,,"Carbono 217 - Yellow, Range 2, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1936,,,,,,20,,Color,Yellow,,1,Material,"Range 2",,1,Corner,"Right corner",,1,,,,,,,
2125,variation,,"Carbono 220 - Red, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,4,,Color,Red,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2110,variation,,"Carbono 220 - Red, Range 3, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,24,,Color,Red,,1,Material,"Range 3",,1,Corner,"Left corner",,1,,,,,,,
2111,variation,,"Carbono 220 - Yellow, Range 1, Left corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,5,,Color,Yellow,,1,Material,"Range 1",,1,Corner,"Left corner",,1,,,,,,,
2112,variation,,"Carbono 220 - Blue, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,6,,Color,Blue,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
2113,variation,,"Carbono 220 - Gray, Range 1, Right corner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,168,,,,,,,id:1937,,,,,,7,,Color,Gray,,1,Material,"Range 1",,1,Corner,"Right corner",,1,,,,,,,
